,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,calibrator,dataset,seed,design,classifier
10,0.14262120632249098,0.14798164240741687,0.14570650834963636,0.14850130998537656,0.14538769562059853,0.14097113613108772,0.13805475773475717,0.1375781316833798,0.1363736557167347,0.13630330649709332,0.1357396458036299,0.13637369618657746,0.13504444231779647,0.1360251359652218,0.1348258720364534,0.13563189937600997,0.1366990929761508,0.13531763907390895,0.13428809235536557,platt_va,bank,100,0,rf
0,0.13901886311125067,0.13591065426336024,0.1347570973670232,0.13336334458996893,0.13268550738725615,0.13287541453633236,0.13334236427503798,0.13586748630842255,0.135328809869044,0.13609980127645402,0.13723229298680217,0.1383879433976,0.1386700304098777,0.1403383490432952,0.13842053860447465,0.1380529947112782,0.13787813660171735,0.13756146664707472,0.13794867235754668,base,bank,101,0,rf
1,0.13693346309299884,0.1337853458283408,0.13361658026745038,0.13231462691252532,0.1318470509602507,0.13225584571381643,0.13278868647053058,0.13529825704470977,0.13500602429068548,0.13584149078673496,0.13704135634818645,0.13826215263982414,0.13865752676296542,0.14040236969488912,0.1384514250122099,0.1380541037550268,0.13794553867225207,0.13775310129713092,0.1379767048299476,platt_const,bank,101,0,rf
2,0.137696497763445,0.13446748562250635,0.13449556844292676,0.13246780506773428,0.13225634506964531,0.13276732908592803,0.13328185603691428,0.13583261945539474,0.13532093015633415,0.13618303727271341,0.13730656873310101,0.1383648046581402,0.1385901661022758,0.14035072925664918,0.1382625092072207,0.13792308595420502,0.13770032134166715,0.13741193355830628,0.1378342249581714,platt_windowed,bank,101,0,rf
3,0.13468285612088146,0.1324244190175583,0.13235377464076217,0.13131140763962854,0.13106433348576493,0.1314589250934828,0.13200943385429997,0.13462722322820714,0.1341355374757471,0.13530165630463695,0.13635936116954744,0.13751757603078493,0.13781696405022745,0.13972556043662782,0.13778159673509816,0.13738491769468403,0.13723214267598668,0.1369210297598075,0.1373537358147221,platt_continuous,bank,101,0,rf
4,0.1337183507410607,0.13115438334311647,0.13122765730312558,0.13038706596711722,0.1302915323141422,0.13051786114385888,0.13082047559192397,0.13363764282986473,0.13320765921143432,0.13452669905001033,0.13554473721043828,0.13660461632838636,0.13680875023933772,0.13865583047551258,0.13663643762273403,0.13619764460290767,0.13611437821708955,0.13580884928352246,0.13628908454776661,platt_continuous_beat,bank,101,0,rf
5,0.1338406020213299,0.131361754158596,0.13164422398227343,0.13073459131036647,0.13036375312169599,0.13052037608942324,0.13077346655118993,0.1334382770502537,0.13288513988297893,0.13429639758622144,0.13531944339463833,0.13639146532328073,0.13660409401439597,0.13847173448772554,0.1364558133542912,0.13603261242506523,0.13591275842253805,0.13558724036247707,0.13606587922956395,platt_continuous_calibeat,bank,101,0,rf
6,0.1389554943351252,0.1358778985034665,0.13502798231981003,0.13355561963839205,0.13276330880945192,0.13286164598746025,0.13327515925860126,0.1359382519647167,0.13530136898885517,0.13608729511419793,0.13726377876475873,0.13841052167427287,0.1386727444885203,0.14047412009702395,0.13859149112575758,0.1381866004233163,0.13801152373221104,0.13767971817848093,0.1380227688086905,protected,bank,101,0,rf
7,0.13719953331505957,0.13402753444100574,0.13353612387903915,0.132067670905709,0.1312685792983142,0.13160254873582142,0.13213099979835743,0.13478485848563895,0.1341406471527155,0.13524687627411847,0.13628818023683345,0.13724590984605828,0.13749996484881405,0.13914431126185586,0.13709525947461015,0.13660659679555717,0.13653286529993036,0.13627719815044706,0.13672301421503866,va_protected,bank,101,0,rf
8,0.1381164897803398,0.13493289281786613,0.1341503723389927,0.132882244787163,0.13201296290376935,0.13192458137423002,0.13225208760370946,0.1351542097523226,0.13464208990743162,0.13548579303267008,0.13662262588035928,0.13779521443110132,0.13798287812603163,0.13969183469778249,0.13772695709640306,0.13727084873413586,0.13714075998840633,0.13679313845923172,0.13706528188898373,protected_va,bank,101,0,rf
9,0.13391683581526684,0.13131521492000933,0.13137688395873068,0.13051760975486912,0.1303818787494634,0.1306049488425084,0.130889949874093,0.13368558741487727,0.13324481390087273,0.134564261083346,0.1355738773903375,0.13663011514422244,0.13684543566316723,0.13872512771812695,0.13672427747139124,0.13631343643864846,0.13619684482007502,0.13588797999983512,0.13637698297718667,protected_beat,bank,101,0,rf
10,0.13378799805702055,0.13108232008031315,0.1311235178039566,0.13030307574169328,0.1302020426278689,0.13049887683811282,0.13077158193486013,0.13361283360203471,0.13316092282910327,0.13447639921243762,0.13549841072053748,0.13650358060981993,0.13671269313324858,0.13857734530425048,0.1365486632706499,0.13611922745810245,0.13603982796466257,0.13573157209595385,0.13621423238712782,platt_va,bank,101,0,rf
0,0.12764819679342335,0.13320235687160603,0.13486308509640105,0.13199832678466045,0.1280053401139557,0.133431073081705,0.13405120359836603,0.13123105148024342,0.13108415096311268,0.13181440369722733,0.13156788893996077,0.13343444457853587,0.13343923487191453,0.13389704258219978,0.13317116045493751,0.13380174615298426,0.1342088270335928,0.1344475865746432,0.1344174771157598,base,bank,102,0,rf
1,0.12757781062109444,0.13358000225535394,0.13498047066838592,0.132457458220975,0.12822760393578217,0.13350607656398714,0.1341774328604103,0.1312393908078469,0.1310646568127987,0.13165607184374867,0.13138219627928582,0.1331547939775973,0.1331331288605787,0.1335007144145134,0.13280099747039015,0.1334645542633114,0.1338528603009742,0.13411076719568768,0.1342296128742481,platt_const,bank,102,0,rf
2,0.12879676529750095,0.13339410917082345,0.13427679262205838,0.13187428470394316,0.12764052504021794,0.13297197601743427,0.13369067309906466,0.13060143931893123,0.1306076602505394,0.1313147912092038,0.13101026375392438,0.13278038192457908,0.1327304291115691,0.13311340160299825,0.13236860938667092,0.13304094530333493,0.13353451757615428,0.133876401306635,0.13406358674218438,platt_windowed,bank,102,0,rf
3,0.12841616633960728,0.13324923036500377,0.1348561315314085,0.13210431303331016,0.12765459305396712,0.13311555113170778,0.13386994775023767,0.13050306596187064,0.13057554577248703,0.13119738784997975,0.13092880106991622,0.13273563956321396,0.1326751387156511,0.1330954151967941,0.13234230427257615,0.1328912686166048,0.1332665600048443,0.1335222578172343,0.13363848131479725,platt_continuous,bank,102,0,rf
4,0.12868538332394333,0.13273228623114733,0.13379851567034423,0.13087166733291766,0.12645707938978046,0.1320472946350009,0.1328552263065472,0.1294463200069572,0.12951899693415908,0.1302420318575044,0.13009642967305593,0.131941854910112,0.1319316863345662,0.13236347973969986,0.1316525954503311,0.13221300479014622,0.13263873952430352,0.13290421669304703,0.13304688941417134,platt_continuous_beat,bank,102,0,rf
5,0.12757907777246846,0.1326473187020661,0.1335999400741523,0.13054617893039,0.12606319195217214,0.13157512556023476,0.1323188277790212,0.12892168412262697,0.12901527547083363,0.12977551653901195,0.12968303639108736,0.13155335162510978,0.13154426228624344,0.13201411404549482,0.13133775057850047,0.13193829987174444,0.13238008295843914,0.1326659493657892,0.13281191121299926,platt_continuous_calibeat,bank,102,0,rf
6,0.12824399556522464,0.1332041455823676,0.13486929107929108,0.1319868674997448,0.12796769932444033,0.133313013698812,0.13384894320468974,0.1310353818793593,0.1309691436585486,0.13168847044744963,0.13141226658699337,0.1334372582084154,0.1334356956764199,0.1338712264576873,0.13315033597542528,0.13386102876078562,0.1342756613294312,0.13449080114356549,0.1344656045030926,protected,bank,102,0,rf
7,0.12870251466148364,0.1329993448709837,0.1343203630591421,0.13157701765471091,0.1268757650216787,0.13236627702273962,0.13325006933936334,0.1298850246126573,0.12936097847638475,0.12969698000732077,0.12961928659910948,0.13166132162026406,0.13164389051587871,0.13219285991729812,0.13157732870461528,0.13238318634000376,0.13272609345712574,0.13299994458659803,0.13317280559594816,va_protected,bank,102,0,rf
8,0.12558661045239725,0.13180930135302402,0.13375270564181593,0.1303779410579818,0.12636333557786777,0.13174686384044101,0.13229343838853436,0.12946267632866681,0.12927448626927435,0.13001444183877897,0.12983538046836013,0.13186762673245406,0.13176827733988886,0.13219774255371022,0.1316814451596577,0.13237892265986204,0.13286059808710973,0.13307585217044196,0.13308477065911825,protected_va,bank,102,0,rf
9,0.128687573803139,0.1327772179741291,0.13380603569147007,0.13082214336120856,0.12640244619546254,0.13200934848396056,0.1328203422160949,0.1294069042553703,0.12948140686394524,0.13020901589607692,0.13006362402934735,0.13191286636953453,0.13190528465154677,0.13233882573996805,0.13162972656542044,0.13219259547135354,0.13262764507240613,0.13289394330094753,0.13303742650028538,protected_beat,bank,102,0,rf
10,0.12786422903562683,0.13278577442683867,0.1339353208034685,0.13090836807472078,0.12650441202054946,0.13210737285855198,0.13288497096994997,0.12947797620386162,0.12955336855629482,0.13028964520773728,0.13014689041726327,0.13198965811879704,0.1319642267059645,0.13239969963074305,0.13168964724685453,0.1322455429299475,0.1326722527275758,0.13294525753457573,0.13308458341806384,platt_va,bank,102,0,rf
0,0.15855737569809233,0.1493941147101164,0.14374819892576493,0.13960312929753588,0.13810798981470446,0.1411193346970487,0.14123970230206595,0.13913476267208746,0.13883630743001374,0.13575860474934112,0.13377365737443142,0.13381420756964427,0.13579786486466033,0.1357792446047232,0.13501183327474234,0.13612701434670757,0.1364753087384575,0.13490087845496931,0.1358238035575461,base,bank,103,0,rf
1,0.15885407303651192,0.14845021751777598,0.14280868919867307,0.13919055270412792,0.1377320895830045,0.14070479307345818,0.1408835334324209,0.13893522887907073,0.13877241595854345,0.13561518838022518,0.13357681663498122,0.13359206141189428,0.13563921541111335,0.1357078456658622,0.13496570707511704,0.1360415730131571,0.1362868389515994,0.13466849997000976,0.13575200114505193,platt_const,bank,103,0,rf
2,0.1581380491686336,0.14874046174110098,0.143104514103337,0.13940990570028686,0.13787639017760575,0.14104039374783076,0.14131240992638805,0.13924169290791757,0.13905944486253713,0.13592337191827053,0.1337393224260638,0.1337837731955362,0.13590720406164644,0.13596058188592572,0.13524022889388762,0.13631381619302171,0.1366058155291726,0.13498931958799834,0.1359708408098581,platt_windowed,bank,103,0,rf
3,0.15642769926759661,0.14695643207928252,0.1419723522107818,0.1385439224227606,0.13717712546279245,0.14009793071294915,0.14047405401637666,0.1382678051494144,0.1380589055350236,0.13508790072537358,0.1330716997789684,0.13307417372653496,0.13511724700217206,0.13521666097875532,0.1345539031488701,0.13560396504108146,0.13600514702124802,0.13439113597866406,0.1353770681616763,platt_continuous,bank,103,0,rf
4,0.15316773182110824,0.144411944179506,0.13909801433247193,0.1361519973516979,0.13489298819163034,0.1378401881895316,0.1384800483382533,0.1365093624670794,0.13633450800360855,0.13342903279451623,0.1316145559504137,0.13156071486896256,0.13374608127120857,0.13389963076819372,0.13324924663694498,0.13435109850263238,0.13478298417709797,0.1331988696114517,0.1342896135018053,platt_continuous_beat,bank,103,0,rf
5,0.15646353593050363,0.14437497254625137,0.13851374284084,0.13556552976698127,0.13415903554331673,0.1374731507035751,0.13811563746644645,0.13595738996348805,0.13593367697660796,0.13328358102430404,0.13139203307951722,0.13152577762762196,0.13367748489369902,0.13387979674000638,0.13318696926351578,0.1343390257183184,0.13478628572815912,0.13321244774903168,0.13430215548835825,platt_continuous_calibeat,bank,103,0,rf
6,0.15742313279689357,0.14860827600078397,0.14326050266298695,0.1392456178957764,0.1379087387437671,0.14070179087516818,0.14082018000601587,0.1387584764342337,0.13857535892387995,0.1355395429642234,0.13354847237862522,0.1335741249299,0.1356483655176653,0.13570426302811145,0.1349782964859341,0.13606928692714892,0.13641479447814278,0.13482518228778567,0.13575490365297177,protected,bank,103,0,rf
7,0.15765831281730017,0.1483566544970048,0.14235327717774082,0.1390128547644564,0.13725222653707495,0.1398181885363098,0.13981033542526153,0.1375929912397622,0.13705590679172105,0.13401237245864542,0.13206275511584686,0.13188844012459758,0.13396855808118044,0.1341380608199203,0.13356199456355677,0.13456435029548106,0.13496515667134812,0.13312201905187154,0.13421716578732013,va_protected,bank,103,0,rf
8,0.15480960945438835,0.14605132906340493,0.14108121817024838,0.13756351248005935,0.13641252701625206,0.1392840696915613,0.13943667557136988,0.13752861544381867,0.13733204073602434,0.13430684170160542,0.1325053659509916,0.13245742866029697,0.13462105585593998,0.13463947178755808,0.13391986142707113,0.13490741337960316,0.13528169717517258,0.13377512463430188,0.1347622817010933,protected_va,bank,103,0,rf
9,0.15325180766421143,0.14451687092347673,0.13918306385965856,0.13617630581378926,0.13491263730169858,0.13786079712880994,0.1385253525984799,0.13654693675907356,0.13636348779296883,0.13345691939275903,0.1316391709479596,0.13156703412201845,0.13375194075959385,0.13390123360509643,0.13325175141054185,0.13434937760272095,0.13478114583460243,0.13319761503822555,0.13429293711871887,protected_beat,bank,103,0,rf
10,0.1535597974305772,0.1446896912022389,0.13963272184822875,0.1365814258230327,0.1352680335338236,0.1381826211349407,0.13872473946804315,0.1367014638654161,0.13651617250635967,0.13357011891201728,0.13172561247203182,0.13166126790499372,0.13383008281200104,0.13399725434012205,0.1333340829711645,0.1344329342257242,0.13485971086277473,0.13327387153689177,0.1343683623227852,platt_va,bank,103,0,rf
0,0.13346786300060343,0.1367813136846778,0.13644360812791134,0.13735437848960305,0.1357657731004884,0.13514427434112425,0.13952403274869168,0.1390638449283212,0.13913199179474606,0.13777052922844205,0.13787005812720102,0.1405712211319199,0.13866794768409588,0.13737490125971982,0.13726925888968844,0.1375312775351381,0.13594769911652632,0.1362521570220292,0.13708418269930717,base,bank,104,0,rf
1,0.13392660838122555,0.13701404654152735,0.13686948436986493,0.13762877464511764,0.13565664119476423,0.1345835009370665,0.13893840662346935,0.13849000281059373,0.1384546251348306,0.1370851271477978,0.1372465315711796,0.13998298675757226,0.13807318616913788,0.13675627203757218,0.13662314166479816,0.13696540155024178,0.1354840244633299,0.13584979128379795,0.13681012505366888,platt_const,bank,104,0,rf
2,0.13282057697561903,0.13602539212710948,0.1365575156613885,0.13727911808194257,0.13560265181496714,0.13459796352950626,0.13885085291358087,0.13826573274950366,0.13822020267994417,0.13684615877785866,0.13695309940569683,0.13972667990850363,0.13784082223966368,0.13653979620674053,0.13643705085637364,0.1367839672427997,0.1353754282854164,0.1357383389529816,0.13664163028261544,platt_windowed,bank,104,0,rf
3,0.13168359785748687,0.13452962900996707,0.13514182802312297,0.1364771592316446,0.1344656893282548,0.1340958579328577,0.1383171060229602,0.13798254843754815,0.1380004287826377,0.1367461100557905,0.13680266715099007,0.13942827346557984,0.13748417233703,0.13615288870510092,0.13597833576800372,0.1363103721770326,0.13489785198069504,0.13519689775059596,0.13609507209089908,platt_continuous,bank,104,0,rf
4,0.13098503421187432,0.1338913167588387,0.13475155452157309,0.13607693742447233,0.13408584550031388,0.13356527655349826,0.1375832602299047,0.1371869694464953,0.13718197672995772,0.13608054529590002,0.13600474864025586,0.13875582165293382,0.1368934137206348,0.13560230344294152,0.13533422195154593,0.1356098764498972,0.13407368769248534,0.13441303386567266,0.135322051233293,platt_continuous_beat,bank,104,0,rf
5,0.12909066059524196,0.13272699925161127,0.13358702070293366,0.13441969274139595,0.13250358762118392,0.13225230823145334,0.13664987579886556,0.13631534693522576,0.13643130932715047,0.1353509867968779,0.1354332427633862,0.13817663163928534,0.13637427143921454,0.13513159098725444,0.13477064863012012,0.13506860251299282,0.13357431495926575,0.13400323992212898,0.1348630612147969,platt_continuous_calibeat,bank,104,0,rf
6,0.13276093258055038,0.13610616683514373,0.13595017943141652,0.13668968006808008,0.13518382963794962,0.13463720563623985,0.13912070881573385,0.13865405944766068,0.13871072270244877,0.13736007435031017,0.13739959636037927,0.14018808105664507,0.1383535998928312,0.1370629516164681,0.13701834775608274,0.1373124480167155,0.13566103506917543,0.1360043036503629,0.13687399710407436,protected,bank,104,0,rf
7,0.13340861381778166,0.1363236389841142,0.13587254989507003,0.1363897218304429,0.1347010978863952,0.13408350657879756,0.13823910163868114,0.13784056292080857,0.13789431488313295,0.13651261740953727,0.13636576139920759,0.13933023885601553,0.13756769754682618,0.1364086678506888,0.13604348287806664,0.13623160889703312,0.13484522839004587,0.13496661266198542,0.13565943008104536,va_protected,bank,104,0,rf
8,0.13129154193896295,0.13473035588441284,0.13455596684716192,0.13521561276535815,0.13414824675487905,0.13346727437077693,0.13805252151158243,0.13760356783584782,0.13759215212620474,0.13628900259432192,0.13620323560635814,0.13913456527519288,0.13735271938218277,0.13611716406653868,0.13600015454355854,0.13629263949352854,0.13451400663465596,0.13494902061227976,0.13582576073660424,protected_va,bank,104,0,rf
9,0.1310922875683851,0.13392036322444187,0.13475436139938296,0.13611726895464446,0.13411192187456492,0.13358137929300254,0.13759802995672432,0.13719886164676912,0.13718723541005604,0.13608473596922552,0.1360024626715309,0.13875415997367704,0.1368960155349777,0.13560692107411262,0.13533463408407748,0.1356089049325367,0.1340737429489611,0.13441274531941672,0.13532013181989627,protected_beat,bank,104,0,rf
10,0.13154295723196252,0.13418019043075435,0.134939332109003,0.13619153806734122,0.1340908143354092,0.13360556428417752,0.137770128334024,0.1373721476847824,0.13739289551478417,0.13624846325230117,0.1361603914183588,0.13891222555437333,0.13702209844585186,0.13572409164388538,0.1354424128299259,0.13570929767829906,0.13416022412442777,0.1344877009529672,0.13538959862897296,platt_va,bank,104,0,rf
0,0.13550628004889972,0.13247818138043807,0.1331896932393911,0.12991378748285207,0.12997867368554167,0.12985022308164318,0.1311494855956543,0.12842122539390563,0.1287307208389926,0.13162836555915844,0.13095047709989213,0.13096739169318017,0.13148866078444793,0.13091941798477832,0.1325214746165986,0.1325983999995753,0.13252959582955776,0.13169268970390027,0.1319163894055871,base,bank,105,0,rf
1,0.13656941428806157,0.13223018800371938,0.13269240308146923,0.12963770977882375,0.12964404626715453,0.12990198725686442,0.1311584144319824,0.12845257280375047,0.1290498581831394,0.13183570577667353,0.13115354077184826,0.13111429950210923,0.13162722831675766,0.13100377454976286,0.1326348618629152,0.13267901024958434,0.13241809201258065,0.1316158881371673,0.13190153746663213,platt_const,bank,105,0,rf
2,0.13657527480918372,0.13198591511679436,0.132494425937786,0.12949255406251972,0.12933616224102495,0.1292164995710757,0.13055825084783962,0.12778509786509254,0.12825803217983983,0.13095768958216994,0.1305011224827434,0.13045719691538898,0.13089074940225812,0.13033997122911978,0.13206734609517143,0.13222379714441831,0.1319423575355204,0.13118802834542048,0.1314309529545791,platt_windowed,bank,105,0,rf
3,0.13498706536573857,0.13051735434438427,0.13131951360086777,0.12833753172822743,0.1283913525156802,0.12821762955108354,0.1295928955466698,0.12705443378629455,0.12757737434651154,0.13048026315701425,0.12981626480144665,0.12982175903981258,0.13036686036459666,0.12983044142698488,0.13155236646589782,0.1316615295477582,0.13139109521001405,0.13063896094530186,0.13096458835247943,platt_continuous,bank,105,0,rf
4,0.1344072002450759,0.12965324453220542,0.13019707239323303,0.12743890383872525,0.12769363046442525,0.12751858460302715,0.12887695480649392,0.1263464397546526,0.12692687725743312,0.12986371160989643,0.12927123164673684,0.12927626984687124,0.12982407695260512,0.12932110799707972,0.1311006438844289,0.13121113456699235,0.1308937314060589,0.13016189620035584,0.1305133218992187,platt_continuous_beat,bank,105,0,rf
5,0.1351140221722282,0.1302972046358639,0.12982644695227025,0.12737540316569942,0.12760826001151765,0.12745613696164818,0.12864831720253478,0.1261111244299577,0.12672512915792467,0.12951014630054908,0.12889995966741646,0.12884911089503742,0.129432840105155,0.12893460550771418,0.1306488768839915,0.1307341442375094,0.13035774345897355,0.12961170684639392,0.13001332994021192,platt_continuous_calibeat,bank,105,0,rf
6,0.13642395469402677,0.13295125820304887,0.13341046962725864,0.1301070539061313,0.13002505298983302,0.1300499931360134,0.13138970017073626,0.12870810405916172,0.12897657972278648,0.13198662984816628,0.13127689037900095,0.1313122780196187,0.1317880135025831,0.13114511596014136,0.13277101042022563,0.13282293782498944,0.1327232964402507,0.13187284637969807,0.13209098979173978,protected,bank,105,0,rf
7,0.13398569446276049,0.12998514640437508,0.1314014495861334,0.1285982950410675,0.12876780526892076,0.1285005612930749,0.12942438315303928,0.1267549822640275,0.12689318340929803,0.12958444222561352,0.12920396864233966,0.1292984030375324,0.12966653094416145,0.1292110751748568,0.13078907944552093,0.13088730736013243,0.1306690667027041,0.13005173608642595,0.13029375182620154,va_protected,bank,105,0,rf
8,0.1370615102025821,0.1327471212675659,0.1335028373841414,0.13021409108834067,0.1302113151130283,0.1301411714156552,0.1313425708652755,0.1286469724767312,0.1289337906989771,0.13191155444181013,0.1312455020223416,0.13110638297317204,0.131531169639038,0.13085700622021562,0.13239872187708498,0.13243242953661732,0.13231940253838215,0.1315180220580156,0.13172595912668297,protected_va,bank,105,0,rf
9,0.13437416518150821,0.1296352044682609,0.13017880089222958,0.1273983141971691,0.127654489921422,0.12749909798648554,0.12887119748718384,0.126330178730813,0.12690605227519677,0.12984351526736504,0.12924844585077525,0.1292566336790834,0.12980354287389262,0.1293020068158257,0.13108418014690035,0.13119587652713016,0.13087983294393804,0.1301506804752584,0.13050211205959553,protected_beat,bank,105,0,rf
10,0.13402121292144414,0.12940736401508277,0.1300699022045585,0.12736402369129252,0.12763906211451082,0.12747972038513858,0.12884943863445222,0.12629048754031563,0.1268829382787435,0.1298191900382392,0.12922333406458456,0.12923228651060853,0.12978109105864616,0.12928014554495737,0.1310602437205888,0.13116578437287696,0.13084888185977822,0.1301216255708424,0.1304759292335119,platt_va,bank,105,0,rf
0,0.15291796268265623,0.1448682633702232,0.13707852228097986,0.13635023778738722,0.13772814168342593,0.1366101142015602,0.13419253217259824,0.13740474378450515,0.1379655876204634,0.13728152376126773,0.13680917904487447,0.13566566729254073,0.13576456348837918,0.1368539836660122,0.1363893764428444,0.13611983950817708,0.13776895749680532,0.1378177797950839,0.13764997780736776,base,bank,106,0,rf
1,0.15406917566188272,0.1451599144831674,0.1375121206693313,0.1367880979221088,0.138069149687708,0.13693211476113085,0.13444538751990945,0.13766277373692765,0.13798632922196766,0.13720812837424798,0.136947129226975,0.13582659878066264,0.1358858607271044,0.1369097663357516,0.13645827349214815,0.13610997184423076,0.1377589296912249,0.1378882645586495,0.13763889495439702,platt_const,bank,106,0,rf
2,0.15154252406398752,0.14404760500583746,0.13672079034274026,0.13610147474209772,0.13737104708107492,0.1363940142808902,0.13400365196555392,0.13694169376087462,0.1375206161669735,0.13705031061945425,0.13652895492468087,0.1355227826868256,0.13546626730644665,0.13660928854309815,0.136095385206429,0.1358369079151889,0.13740086822331327,0.13751517174987404,0.13736734329033776,platt_windowed,bank,106,0,rf
3,0.15127012780387183,0.14302209366661042,0.13609999788309157,0.13556901334737673,0.13713931208022276,0.1358732471359892,0.13397593260757365,0.1370358572639819,0.13752558331560044,0.13666276557604232,0.13612319613262486,0.13509068993953557,0.13510185716272088,0.1362903703305292,0.1358375959024554,0.1355784342010621,0.13718346454805316,0.13735464556097607,0.1372029394853103,platt_continuous,bank,106,0,rf
4,0.14610426522005104,0.1389599550982055,0.133162486357304,0.1333656007891925,0.13505508619533824,0.13345534652846125,0.13195484425141102,0.13499666024449805,0.1355751929938557,0.13469090008842954,0.13411145335320232,0.1331708665723583,0.13323047985088537,0.13446793738150467,0.13408869549007515,0.13399790347188023,0.13565374278499487,0.13593105440632294,0.13567877541820525,platt_continuous_beat,bank,106,0,rf
5,0.14589006334167623,0.13908008510006706,0.13279354855467948,0.1326835468319965,0.13456101753794186,0.13308517739968898,0.13140858570981348,0.13458296250152316,0.13507772309755123,0.1341717611994647,0.13360532787304896,0.13272428119481278,0.13285832425224775,0.13409075280946584,0.13362394307814426,0.133414496355776,0.13496609159401396,0.1351545221789617,0.13497387456727833,platt_continuous_calibeat,bank,106,0,rf
6,0.15279218606979628,0.1449058802544525,0.1372654906616679,0.13657867361989506,0.13786048050803604,0.13672842976485794,0.13436926094334664,0.13761545549275975,0.13815428207556246,0.1374833184572851,0.137151617904498,0.13598471224080058,0.13603996956812633,0.13709578094027292,0.13659574679958786,0.13627915568793328,0.13789747544329692,0.13795286989953556,0.13775055591285237,protected,bank,106,0,rf
