,0,1,2,3,4,5,6,7,8,9,10,calibrator,dataset,seed,design,classifier
10,0.22203757064222177,0.18285859609263866,0.16468547157033997,0.16259629145327087,0.17142876024151085,0.16391002213549755,0.16639780995689324,0.16795362002967926,0.16981240864173072,0.16649739485476325,0.1646629421104301,platt_va,fetal,102,0,rf
0,0.219938270401685,0.18188617555284226,0.16763107467422558,0.17995332756421561,0.1725807797855029,0.17485390828760916,0.17278952713165602,0.1730022015344255,0.17268376341821343,0.17369574542115973,0.1742723678752173,base,fetal,103,0,rf
1,0.22195008116883116,0.18056362298781778,0.16581531679836115,0.18120896732475683,0.17495776184363143,0.17762163993303068,0.17421248741238163,0.17471292868659416,0.17381005923863674,0.17448788274881516,0.17466283978428893,platt_const,fetal,103,0,rf
2,0.2220691287878788,0.18101600394019873,0.1659296375266525,0.1808575205640423,0.17462394009703425,0.1757693136051345,0.17354224635261142,0.1737556557019845,0.17307310379185115,0.1732470650534487,0.17361300189086568,platt_windowed,fetal,103,0,rf
3,0.21633680555555557,0.17896514770823818,0.16488499996380435,0.1786353590263165,0.17110238318748835,0.1733961485496386,0.1713007817485675,0.17141219719715703,0.17057008779452848,0.17154081414335431,0.17197034832819735,platt_continuous,fetal,103,0,rf
4,0.21246577380952378,0.17701186487995532,0.1645401865291571,0.1769028785982478,0.16861070733741998,0.17125224177000903,0.16894383675847371,0.16958038675174714,0.16903888405655637,0.17019159066604073,0.17057879963497902,platt_continuous_beat,fetal,103,0,rf
5,0.19764117826617825,0.15556253420908595,0.14644881498007753,0.1637826230633652,0.15804705555953288,0.16181868674595343,0.16035807807788482,0.16229578176230305,0.1621498558101734,0.16362129414545754,0.1643901683627883,platt_continuous_calibeat,fetal,103,0,rf
6,0.21128531224872688,0.17387163423652785,0.16340569370172311,0.17843890495469442,0.17133560414357515,0.17368246311970817,0.1720549957636689,0.17209301825004228,0.1715994521251866,0.17222592854880422,0.17246576130829216,protected,fetal,103,0,rf
7,0.21482875079465988,0.17476888736263738,0.16451862214419818,0.1789936155049058,0.1704649629246173,0.1730701900830185,0.17119196701413128,0.17208360479785048,0.17184908947946426,0.17163024626780926,0.17220071243444532,va_protected,fetal,103,0,rf
8,0.21582078431372548,0.17865145305760632,0.16536359672073955,0.1792574832545374,0.1716762164993589,0.17420448015985196,0.17269967256341018,0.17231246649855864,0.17200954933568174,0.1722599852328952,0.17265929416239365,protected_va,fetal,103,0,rf
9,0.21021577380952375,0.1754563093243998,0.1642714275103981,0.1765530672665857,0.16903178081731696,0.1713967908520636,0.16898411648746856,0.16979002656726933,0.16926775511003136,0.1703163830143385,0.17064640369285003,protected_beat,fetal,103,0,rf
10,0.21469471153846154,0.17958474818454595,0.16713663580334473,0.17952918366572934,0.1714519347374709,0.17348793830817807,0.1705828947110967,0.17094952407605782,0.1703049730109392,0.17143626046062949,0.17185613837333438,platt_va,fetal,103,0,rf
0,0.21245289855072463,0.18490974330054788,0.16889195670230156,0.17066106154057428,0.1851172232042723,0.18211540517519378,0.18373096012628173,0.17641986279730404,0.18026445162571525,0.1785157059370905,0.1765686202857131,base,fetal,104,0,rf
1,0.2142015409570154,0.18387505151831182,0.16796069902319904,0.1697888144905142,0.18518929838391804,0.18181231110401747,0.18335398343219367,0.176152495461319,0.18018739642684478,0.17830991921209233,0.1762799288515691,platt_const,fetal,104,0,rf
2,0.21257051282051287,0.1818960472350679,0.1653730213739303,0.16749784460437525,0.18261387408009797,0.1797910900112165,0.18171889170465655,0.17487254025951346,0.1789253903403124,0.17706400571485392,0.17549728293146552,platt_windowed,fetal,104,0,rf
3,0.21272619047619049,0.18162304630216214,0.16655478846299054,0.1678348301620649,0.18258026848233688,0.17960201183335536,0.18168953735150184,0.17548909406768454,0.17926318484714623,0.17726062965880007,0.1758168482255598,platt_continuous,fetal,104,0,rf
4,0.20823160173160177,0.18160949361628706,0.16372523441915074,0.1660986009737959,0.181766068800737,0.17884389677414061,0.1808261877626904,0.1744779178713235,0.17816964780949598,0.17653098214831298,0.1749187083585417,platt_continuous_beat,fetal,104,0,rf
5,0.202837778401647,0.1807137161084529,0.16338415261209377,0.16618125834332093,0.18029521121579944,0.17725434733025822,0.17876678471821175,0.1720088340549734,0.17672071124019595,0.1746761162271349,0.1734371263695972,platt_continuous_calibeat,fetal,104,0,rf
6,0.2113888888888889,0.18414753764753766,0.1668499912325377,0.16910431966576547,0.184400549841636,0.18136956791659917,0.18332213749962123,0.1759868503477493,0.17985028853502488,0.17791530775217454,0.17586833317001443,protected,fetal,104,0,rf
7,0.2031420517467029,0.18117422775959363,0.16491236146276236,0.16583397286240859,0.17963746362375854,0.17739279080461842,0.17856992632573934,0.17230810004087305,0.17623411030973601,0.17482171835557309,0.17344503895174365,va_protected,fetal,104,0,rf
8,0.20823809523809522,0.18479021656653233,0.1688548663777537,0.16848149249881095,0.18494229443551555,0.18114551578207042,0.18193944610321075,0.1737580138385956,0.17735409193970456,0.17533455712570273,0.1731479783722793,protected_va,fetal,104,0,rf
9,0.20785714285714285,0.1819599894210163,0.16406848838740473,0.16612361898427117,0.18147921640877623,0.17871816892126913,0.18105851141637502,0.17452070367394998,0.17822735826763486,0.17653768322306002,0.17486330801503586,protected_beat,fetal,104,0,rf
10,0.20729166666666668,0.17944064153439154,0.16398061190330185,0.1655118603899016,0.1828104412881676,0.18002305888812414,0.18167291096600643,0.17485629223904878,0.17856895323125507,0.17692416077699527,0.1753890790899448,platt_va,fetal,104,0,rf
0,0.17495561821219716,0.1532723560694483,0.16723707213838793,0.17383872677969758,0.1664862489717275,0.17677868607438899,0.17234287026849882,0.1741880518716406,0.17568919836070251,0.17441896688110592,0.16976194258256186,base,fetal,105,0,rf
1,0.1747884199134199,0.15411290273099315,0.16661412337662337,0.17190883922769887,0.16488470602471905,0.17537861824402745,0.17115151161313785,0.17266461420201007,0.17412649221421422,0.17303351432574257,0.16798178783692175,platt_const,fetal,105,0,rf
2,0.1746548362578897,0.15386498686498687,0.16628647916563788,0.17317851982898425,0.16607178556296912,0.17530892861837802,0.17134261989952607,0.17328380488734801,0.1747902803671514,0.17367561339817433,0.16851645817815805,platt_windowed,fetal,105,0,rf
3,0.17622295650543685,0.1543659556365742,0.16608451869460872,0.17247806176169106,0.1656445941573819,0.17551762703151816,0.1711252786912085,0.17293636569523804,0.17442475393694548,0.1732343632911647,0.16794830394297178,platt_continuous,fetal,105,0,rf
4,0.17615248226950356,0.15412217412217413,0.16580117921294396,0.17165807529756769,0.16465279442939576,0.17361207515264587,0.1683403562016589,0.17045246761560726,0.17222286405212883,0.1710462758453133,0.16627137382854434,platt_continuous_beat,fetal,105,0,rf
5,0.16800507825507827,0.14690604308334196,0.1515865290613739,0.15569662211662214,0.1520551828478658,0.16241397709565664,0.1590388746823818,0.16196844765393584,0.164322112562859,0.16346371359954853,0.15937200421605194,platt_continuous_calibeat,fetal,105,0,rf
6,0.1756937134502924,0.1537485465456388,0.1666131474519632,0.17342238920121272,0.16626388914291093,0.17648713052589612,0.172087217608842,0.17407439331522814,0.17563150994220203,0.17469379409744853,0.1694241288137105,protected,fetal,105,0,rf
7,0.17217141228977512,0.15060151278639303,0.16357304523929425,0.1709545200131305,0.16335112840191096,0.1738428144162015,0.16959022527394071,0.17163060142671482,0.17287091259022858,0.17141805427903978,0.1665147098163667,va_protected,fetal,105,0,rf
8,0.17572546751494122,0.1538587805956227,0.16548330041864523,0.17193481537393307,0.16490627975470085,0.17443656596037405,0.17003401071427915,0.17256044869777576,0.173880116421381,0.1730556769137205,0.16792143668556658,protected_va,fetal,105,0,rf
9,0.1756425616345829,0.1526441693683073,0.16474167093069533,0.17088717532467532,0.16406728884558328,0.17313522790968366,0.16804734573310276,0.1703209729178374,0.17212187376072513,0.1709611307199966,0.16614487510015483,protected_beat,fetal,105,0,rf
10,0.17680399742101868,0.1543986568986569,0.16685401404151406,0.17236480536165252,0.1648348497101459,0.17397831529067884,0.1689030769605357,0.1707179395739299,0.17241473016927564,0.17120731934269562,0.1664540832648866,platt_va,fetal,105,0,rf
0,0.19155655391120505,0.18138186813186813,0.16891418904258593,0.17068442475010448,0.17210886050539007,0.165147650531003,0.17215910870078033,0.16997207619135715,0.17579525494209908,0.17712343017645701,0.18119431312406636,base,fetal,106,0,rf
1,0.1928710178710179,0.18298615586585512,0.16974810912453933,0.17114460567051323,0.17258158505790097,0.16529257047791074,0.17246171130713656,0.17051213230420478,0.1762001512727183,0.17744372487128063,0.1810635421741573,platt_const,fetal,106,0,rf
2,0.19226614987080104,0.18252618726302935,0.16866522832474323,0.17079354578446634,0.17362230075595173,0.1661947930254176,0.17274878242308742,0.17072451118689258,0.17607379125909997,0.17731524136270396,0.1807932976541597,platt_windowed,fetal,106,0,rf
3,0.189015503875969,0.18142264239028946,0.1685364234127115,0.1695103822964288,0.17119044616184348,0.16512949937338783,0.17087732137836326,0.1682351217916944,0.1734894867269055,0.17509301589197726,0.1785685965336558,platt_continuous,fetal,106,0,rf
4,0.1919393337627022,0.18248180708180708,0.16938408543543745,0.17105202519392462,0.17195925793933634,0.1650704927270053,0.17063408062786364,0.1675186151901838,0.17295298935752854,0.17445281557902131,0.17785480652994504,platt_continuous_beat,fetal,106,0,rf
5,0.1896164391816566,0.17971652194459212,0.16539884419366582,0.1637072039072039,0.16435693431706724,0.15906600149007347,0.1650478184179159,0.1625312901173622,0.16782810125715816,0.1695221180718502,0.173145595669689,platt_continuous_calibeat,fetal,106,0,rf
6,0.19139342948717947,0.18165603010963835,0.16923782387212732,0.17125280081848057,0.17205898198155833,0.16519802163129507,0.17226408005371824,0.17037894110058355,0.1762247086609636,0.17720086835457133,0.1810948926236202,protected,fetal,106,0,rf
7,0.1914231950844854,0.18131657848324512,0.1691013071895425,0.1680804299436166,0.16944867038459052,0.16173189345866334,0.1687889194139194,0.167126841591339,0.1712423750239381,0.1732565591971855,0.17741691865878154,va_protected,fetal,106,0,rf
8,0.19844196428571426,0.1862988872524955,0.17216725777031122,0.1709411626486873,0.1725224642887458,0.16538864532180614,0.17203152878575673,0.17041349730302466,0.17588785525521877,0.17672849962586035,0.18118107788042295,protected_va,fetal,106,0,rf
9,0.19177696078431375,0.18242352196917413,0.16935086609629707,0.16997928933811288,0.17091227929948075,0.16485346621189126,0.17034622811783454,0.16721316314865242,0.17273275588505332,0.17421030933218493,0.1776481747106208,protected_beat,fetal,106,0,rf
10,0.18830145158838732,0.18077799422799423,0.16738752976582777,0.16907551096246748,0.17105050745825914,0.16455385945698975,0.1702831111641838,0.16741958632930856,0.17304846203059204,0.1746586510357726,0.17788618898984562,platt_va,fetal,106,0,rf
0,0.18316823308270677,0.17866809116809118,0.18680782207988092,0.18678781901064234,0.1918202804006139,0.18556306903585623,0.1867178490358082,0.17788567904090694,0.16970577985728538,0.17499839905554507,0.17349959279050706,base,fetal,107,0,rf
1,0.18277301864801865,0.17673424609443567,0.1866156412059479,0.18698918219461697,0.19124943088160498,0.18429134845206274,0.18610737721224854,0.17746344436129385,0.16896549230476124,0.17427224161323118,0.1727699472165974,platt_const,fetal,107,0,rf
2,0.18186230436230438,0.17599386724386723,0.1861074308889065,0.18619540420819491,0.1921836902777305,0.18518058342583896,0.1863410352994053,0.17746544524799104,0.16919967164175628,0.17402136351926903,0.17239992346608163,platt_windowed,fetal,107,0,rf
3,0.1858085106382979,0.17825269637769636,0.18693659086012027,0.18789713077620052,0.1916971536089183,0.18473254066429412,0.18565157545882843,0.17697161923975216,0.168746141529567,0.17376032402584438,0.1723076657297146,platt_continuous,fetal,107,0,rf
4,0.184481351981352,0.18082101086048452,0.18940630909403475,0.1884670887237361,0.19194031470494882,0.18520902988855117,0.18690978233264116,0.17820653704580647,0.16896251107367893,0.1739481518325988,0.17239949648731495,platt_continuous_beat,fetal,107,0,rf
5,0.16918450082735798,0.16790110184778897,0.17853172492401215,0.18128171726102757,0.18576813722381944,0.17920478852348784,0.18070598245590794,0.17231649941809116,0.16353413877081693,0.16891983005955435,0.1680517945081517,platt_continuous_calibeat,fetal,107,0,rf
6,0.18600751879699248,0.17897278911564626,0.18809398521898524,0.18790109446109446,0.18989850404966682,0.18242379104903994,0.18447126818468612,0.17600781333956889,0.16825807396522544,0.17290246506992915,0.1718334094690972,protected,fetal,107,0,rf
7,0.1793095238095238,0.17473333333333335,0.18372547983252496,0.18359397636721325,0.18818020868020865,0.18103616783896867,0.1833525229657857,0.17431878259238695,0.1666475619878058,0.1708983929732814,0.16941800015151068,va_protected,fetal,107,0,rf
8,0.18375850340136055,0.1763118712273642,0.18561306266197572,0.186209231411863,0.18767327672921078,0.1802086607963753,0.18298000839033257,0.17490015054503638,0.16747050106408443,0.17249095129938585,0.17167484373001468,protected_va,fetal,107,0,rf
9,0.18472517730496452,0.17932161868346078,0.18696222943722943,0.18674303070960047,0.19110477830771946,0.18427675515773087,0.1857663878309932,0.17731140772807436,0.16817604020013222,0.17327906190892717,0.1718704945102396,protected_beat,fetal,107,0,rf
10,0.18880851063829787,0.18058704122674712,0.18890611888111888,0.1873249679716848,0.1912259414877062,0.18390337486344402,0.185129391665682,0.17708398767157604,0.1681501065150142,0.17335997575189882,0.17193155792850565,platt_va,fetal,107,0,rf
0,0.20756109022556388,0.1828659434739837,0.18939277670527668,0.192206195843877,0.19229357757035564,0.1905728663146675,0.18794791060626145,0.1919315388292795,0.19248166902159955,0.1935606636786792,0.19297243116856003,base,fetal,108,0,rf
1,0.2061237060041408,0.18250901875901873,0.18948678417450981,0.19212955031632778,0.1925157857493384,0.19112062093118795,0.18881886688446933,0.19224825701964732,0.19291523010064743,0.19418197060714698,0.19331877173184603,platt_const,fetal,108,0,rf
2,0.2084094202898551,0.18319640436873447,0.18847935499957558,0.19181792717086832,0.1916102106598457,0.18996182271865056,0.18759989179690678,0.19184211073974938,0.19220080168170675,0.19321295033813507,0.19194112905165403,platt_windowed,fetal,108,0,rf
3,0.20676894334376086,0.1811430960344004,0.18722173414820475,0.19118803418803418,0.19219112070077923,0.19062912087912087,0.1875477594352928,0.19175491229364267,0.1924475513387445,0.19336364731464467,0.19284851763935681,platt_continuous,fetal,108,0,rf
4,0.20206605222734259,0.1779047619047619,0.18400735928384238,0.1881357149651772,0.18922766585266587,0.18733048739917577,0.1845184564280994,0.1890999198849608,0.19009062770237126,0.19123322112679303,0.19069535621045863,platt_continuous_beat,fetal,108,0,rf
5,0.2021637430315488,0.1763915470494418,0.18315989375886765,0.18514419260947082,0.18682905934148403,0.18408689421022867,0.18087682080990905,0.18582265021735594,0.18686957880058608,0.18760994022019317,0.18718149934812506,platt_continuous_calibeat,fetal,108,0,rf
6,0.20756109022556388,0.1828659434739837,0.18939277670527668,0.192206195843877,0.192630573907352,0.19063164748398767,0.1883164203694134,0.19199079862278087,0.19234145940433564,0.19338871679093744,0.19277527500777772,protected,fetal,108,0,rf
7,0.20210072370377716,0.17671866096866096,0.18320697884416923,0.18630955978667219,0.1876803600250712,0.1863467880333952,0.1840909574921203,0.18811765835347855,0.18892658291445294,0.1904264029212081,0.18932922962185783,va_protected,fetal,108,0,rf
8,0.20673370927318296,0.18111065246869265,0.1877982254232254,0.19062597418999808,0.19139596828058947,0.18924073564803856,0.18745453291539235,0.19077765422496212,0.19114635566089824,0.19228069585358254,0.19171122904845858,protected_va,fetal,108,0,rf
9,0.19957142857142857,0.17657336430507162,0.18376503429520671,0.188230937637242,0.18910882630686,0.18710088996579682,0.1842872297707698,0.18875048547597803,0.18977320219696572,0.19095505072217445,0.190394549065076,protected_beat,fetal,108,0,rf
10,0.20399513381995135,0.1795796039709083,0.18434051120448178,0.18860186450975924,0.18930908530579624,0.187434410430839,0.1846551199901874,0.18926613018516728,0.19026143571901696,0.19144905906744497,0.19103888872006108,platt_va,fetal,108,0,rf
0,0.16708802308802312,0.1546043447293447,0.1938078442850302,0.19789446386946388,0.208992291623151,0.19751316803271712,0.18601102454662843,0.1880197132233094,0.1885017790781377,0.18286133285249997,0.1808927755236332,base,fetal,109,0,rf
1,0.17127279635258358,0.1599062049062049,0.19686157433313908,0.19613885484837554,0.20821535314237177,0.19668286538695745,0.1855965983285074,0.18813256774211706,0.18891839625951848,0.18317303842079002,0.18060650740737613,platt_const,fetal,109,0,rf
2,0.17293946301925026,0.16286652236652238,0.19686554258710737,0.19795385097972776,0.20959037444037446,0.19769520003984026,0.18666510537328507,0.1887241063602667,0.1895956228051133,0.18330143703428262,0.1812691369411827,platt_windowed,fetal,109,0,rf
3,0.1672937370600414,0.156106453536031,0.1949659409218233,0.19798799407784914,0.20972475083864156,0.19826611439277697,0.1867342167967168,0.18886682148642933,0.189387972188891,0.1832122456400812,0.18130097671731088,platt_continuous,fetal,109,0,rf
4,0.16611467236467234,0.15405379621369808,0.19417021296504228,0.1961273492898795,0.20820447485357127,0.1949951218064378,0.18295904743404745,0.18601149897206123,0.18671728376006982,0.18057995814395905,0.17885724177536189,platt_continuous_beat,fetal,109,0,rf
5,0.15531264057579847,0.14652756468258651,0.18469779002026343,0.18721877156659764,0.20166825333326982,0.18968902741733334,0.17834380168615138,0.18132560836053432,0.18309983139251948,0.177263625390711,0.1756430017831272,platt_continuous_calibeat,fetal,109,0,rf
6,0.16798088023088023,0.15447138047138048,0.19280037368545433,0.1965423772515306,0.20833601200937985,0.19682033908218508,0.185484330789899,0.18834727721625238,0.18919718777405392,0.1836524070954114,0.1814920939696037,protected,fetal,109,0,rf
7,0.17232575757575755,0.15872088001867413,0.19598046975673164,0.19800639042621218,0.21112182858021997,0.19954121955260762,0.1861438191714528,0.187802867219692,0.18911170171513442,0.18293052848187896,0.18038655097844716,va_protected,fetal,109,0,rf
8,0.16791692360397398,0.15372825448496855,0.1918974240967492,0.19541679295936262,0.206788807146359,0.1947573586594849,0.18322758925774052,0.18636915314537103,0.1870796124242796,0.1816303397077336,0.1796743670452496,protected_va,fetal,109,0,rf
9,0.16386467236467236,0.15169268510258696,0.19178330820313755,0.194082868770399,0.20649288402065694,0.19475646188293239,0.18324456565978306,0.1863059844430173,0.18717558127670494,0.1809517176061113,0.17933203964156688,protected_beat,fetal,109,0,rf
10,0.16955555555555557,0.15963864569245736,0.19625489510489508,0.19895923240938165,0.21015005937626413,0.19779650790674955,0.18476564730756015,0.18766595757665097,0.18818192400631523,0.18169987996654974,0.18007552617123043,platt_va,fetal,109,0,rf
0,0.22999898249898248,0.19207210995059293,0.14948973822071646,0.11659012124561997,0.09853174571624183,0.08325178604730012,0.07292881509328879,0.06420187012169556,0.05669761525024683,0.05102355134169552,0.04602461377635197,base,fetal,100,1,rf
1,0.23286529386529387,0.19538562304519752,0.1491759906759907,0.11534211274799001,0.09698215234780602,0.08153181438895725,0.07004704428137933,0.06167403138651386,0.054327746002221705,0.04876443287593246,0.043791350977016794,platt_const,fetal,100,1,rf
2,0.23121846846846847,0.19483130699088147,0.1507320283882784,0.11795829562594269,0.10039493320195074,0.08481761991208996,0.07511724951340903,0.06667710122866245,0.05971364609264801,0.053997113416263724,0.04901340745211539,platt_windowed,fetal,100,1,rf
3,0.23148573573573572,0.19451680411456948,0.15120865642294215,0.12172730764075965,0.10315817238317238,0.08817856437310863,0.07778724194796077,0.06913420743543766,0.06207051428943527,0.05641598382040747,0.05170866400556381,platt_continuous,fetal,100,1,rf
4,0.23847943722943718,0.19801280396591134,0.15260806287097015,0.12167064530276585,0.10275110506108959,0.08796889973243766,0.07737020037090792,0.06876530631260191,0.06166711129541318,0.056036995660703096,0.05136422033116767,platt_continuous_beat,fetal,100,1,rf
5,0.21844415754848825,0.1912781077102685,0.14927129120879118,0.12160712367331607,0.10316386674227017,0.08843174457117053,0.0779228989088014,0.0692537895877638,0.06217761216211493,0.05651963436033887,0.05180560389708497,platt_continuous_calibeat,fetal,100,1,rf
6,0.22999898249898248,0.19209347747196043,0.1496771284271284,0.11924214646274142,0.10192649054983391,0.08688420600301788,0.0767078631831731,0.06807832489417424,0.06095479478390197,0.055208501601854955,0.050087917105395036,protected,fetal,100,1,rf
7,0.2205968614718615,0.18658994708994706,0.14515301258843458,0.11661259321810497,0.09874148476231177,0.08460382672359755,0.07474736928783805,0.06644095351542477,0.059791999712467604,0.05435582320116423,0.0498224746465156,va_protected,fetal,100,1,rf
