,exchangable,isotonic,sigmoid,venn_abers,n_classes,n_train,accuracy_base,accuracy_prot,base brier,prot brier,base log,prot log,base auc,prot auc,base f1,prot f1,base calibration,prot calibration,index
SVC ,True,False,True,False,2,1000,0.8771466314398944,0.8705416116248349,0.20011609190731358,0.1926999824678751,0.3325393969928162,0.3275371169347881,0.9189023924176413,0.913567224642666,0.8771466314398944,0.8705416116248349,0.08972670798328777,0.03364503766971581,SVC - sigmoid- exch
Random forest ,True,False,True,False,2,1000,0.9431968295904888,0.9445178335535006,0.09584273205789348,0.095399571060175,0.17746756585981843,0.17673272733068274,0.97353435756325,0.9736528319192845,0.9431968295904888,0.9445178335535006,0.03415916517107001,0.02522295477564004,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,2,1000,0.9471598414795245,0.9458388375165125,0.08971562501051118,0.08918220560989781,0.16135649172424174,0.1607588397361825,0.9792631659405334,0.9793090269815792,0.9471598414795245,0.9458388375165125,0.04812671206636076,0.040322502821760864,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,2,1000,0.8705416116248349,0.8665785997357992,0.1975904181314028,0.1932596087112617,0.326497152408522,0.32080498372313937,0.916253917297256,0.9106703355499504,0.8705416116248349,0.8665785997357992,0.07439902164270061,0.011117175521390861,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,2,1000,0.8731836195508587,0.8718626155878467,0.1904733261334809,0.1844580207628612,0.3046201798973205,0.2988432013855826,0.9338989528395627,0.9287013681877245,0.8731836195508587,0.8718626155878467,0.07610847989446122,0.03156370038589454,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,2,1000,0.8652575957727873,0.8599735799207398,0.20302131367441617,0.19914569460768838,0.3336807805538201,0.3280463135476549,0.9153405182297638,0.9098066192769241,0.8652575957727873,0.8599735799207398,0.0689967784349591,0.030743390839661926,SVM - venn_abers- exch
Random forest ,True,False,False,True,2,1000,0.9365918097754293,0.9352708058124174,0.10632976514614001,0.1054612780184896,0.18976952601488142,0.1893487243986381,0.969162271650233,0.9694718336772912,0.9365918097754293,0.9352708058124174,0.026528150268632113,0.023997548810032573,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,2,1000,0.9365918097754293,0.9365918097754293,0.09983046080100585,0.09729271816772632,0.17171482151283413,0.17015313954152964,0.9760376060536575,0.975227394328518,0.9365918097754293,0.9365918097754293,0.05282501329831071,0.04015019212535185,XGBoost - venn_abers- exch
Logistic,False,False,False,False,3,1000,0.6516516516516516,0.6996996996996997,0.3488486487358355,0.3079606744469698,0.6089518043165512,0.5541387510167401,0.8951048325211463,0.9095976450860839,0.7570543702684102,0.7927927927927928,0.08857482537297517,0.0660464181899941,Logistic
Naive Bayes,False,False,False,False,3,1000,0.6666666666666666,0.6756756756756757,0.4191634015402208,0.3398688233411929,0.902340184449927,0.7382234785448629,0.8863901042625426,0.8984402970922324,0.7281760113555713,0.7664587664587664,0.14910905924030401,0.07646964983223913,Naive Bayes
SVM,False,False,False,False,3,1000,0.5990990990990991,0.6501501501501501,0.360408473232977,0.3151307226971965,0.6214770793740824,0.560494958453097,0.8931499506091729,0.9125479678041101,0.7478376580172987,0.7814391392064559,0.0891509046076761,0.07629139119965006,SVM
Random forest,False,False,False,False,3,1000,0.7702702702702703,0.7927927927927928,0.24650930930930934,0.21752120348792328,0.48696409395464085,0.4459363134470601,0.9486764556559105,0.9573433978130806,0.8382978723404255,0.8587650816181689,0.07510452790053518,0.06095464728129589,Random forest
XGBoost,False,False,False,False,3,1000,0.7792792792792793,0.7957957957957958,0.2553547466588084,0.22661311196900785,0.45422786232752727,0.4119144426284834,0.9442272287117627,0.9519521994341229,0.8293736501079914,0.8452123830093593,0.06549997565746431,0.0457221706782094,XGBoost
Logistic ,False,True,False,False,3,1000,0.581081081081081,0.6381381381381381,0.3603067691471633,0.3137879866401982,0.7146155218077332,0.6537018657944668,0.8934574165510457,0.9119964290287245,0.7458962573867367,0.7794803464357095,0.0940530556974634,0.07708756215079716,Logistic - isotonic
Naive Bayes ,False,True,False,False,3,1000,0.6231231231231231,0.6771771771771772,0.37459214614026315,0.32533586209125803,0.6893861085003943,0.627499468254001,0.8874431879743291,0.9049639487424507,0.7305061559507524,0.7705031013094418,0.09192629140565549,0.05500765516274296,Naive Bayes - isotonic
SVM ,False,True,False,False,3,1000,0.6366366366366366,0.6846846846846847,0.352955655035937,0.31198128096355743,0.7031130203757988,0.6487526159546748,0.8941230519589835,0.9063518961129144,0.7520435967302452,0.7870879120879121,0.07372164740701019,0.05627262435069081,SVM - isotonic
Random forest ,False,True,False,False,3,1000,0.7492492492492493,0.7747747747747747,0.2595016543808661,0.22509712894871522,0.45635463479160626,0.4116116765603148,0.9453578670577416,0.9522198322927856,0.8212014134275618,0.846045197740113,0.07102805424257959,0.05587817592763185,Random forest - isotonic
XGBoost ,False,True,False,False,3,1000,0.7507507507507507,0.7852852852852853,0.25865810892509644,0.2289090586199791,0.4699762134868613,0.42561364603422236,0.9396077301643057,0.9498227735004328,0.8222849083215797,0.844950213371266,0.055184957993388316,0.04730982960100029,XGBoost - isotonic
Logistic ,False,False,True,False,3,1000,0.5780780780780781,0.6441441441441441,0.36480725508408096,0.3151999438935892,0.6281563990180805,0.5623011178529302,0.8949224591658408,0.9156575705589463,0.750817527795945,0.7898936170212766,0.10574917579295791,0.08448648525231817,Logistic - sigmoid
Naive Bayes ,False,False,True,False,3,1000,0.6801801801801802,0.7162162162162162,0.39753407010761793,0.34696130606771836,0.6923198293411175,0.6272202357086181,0.8832390050429207,0.8862501227943306,0.7260963335729691,0.7676912080057183,0.12412641729940946,0.08111002660251837,Naive Bayes - sigmoid
SVC ,False,False,True,False,3,1000,0.5990990990990991,0.6501501501501501,0.360408473232977,0.3151307226971965,0.6214770793740824,0.560494958453097,0.8931499506091729,0.9125479678041101,0.7478376580172987,0.7814391392064559,0.0891509046076761,0.07629139119965006,SVC - sigmoid
Random forest ,False,False,True,False,3,1000,0.7807807807807807,0.7972972972972973,0.26375559254741243,0.23176409950477567,0.4679008039016849,0.42523161326692216,0.9450084616005313,0.9509620539424924,0.8265895953757225,0.8483105679367362,0.07735525063798963,0.05578084249985781,Random forest - sigmoid
XGBoost ,False,False,True,False,3,1000,0.7507507507507507,0.7852852852852853,0.26007164408239525,0.22975017170361037,0.46677072296813166,0.4238207760767651,0.9394309524629039,0.9497978638037509,0.8217054263565892,0.8443496801705757,0.05421020320241249,0.053719977051371035,XGBoost - sigmoid
Logistic ,False,False,False,True,3,1000,0.6606606606606606,0.7027027027027027,0.32685260928675175,0.28865094292584675,0.566695037575123,0.5131898885378442,0.9094854308855386,0.9242051746642207,0.7645847632120796,0.7986206896551724,0.08544694114025982,0.05739969899159994,Logistic - venn_abers
Naive Bayes ,False,False,False,True,3,1000,0.6021021021021021,0.6636636636636637,0.3778587108222827,0.32488020801434425,0.6428416614159311,0.5755013620190836,0.8883703567107633,0.9103020269464966,0.7359249329758714,0.7727891156462585,0.09233840880867591,0.06647604547881793,Naive Bayes - venn_abers
SVM ,False,False,False,True,3,1000,0.6681681681681682,0.7012012012012012,0.32553105949784,0.2883965447773766,0.5634534538310503,0.5112384452913543,0.9098298143130604,0.924075308304765,0.7672176308539945,0.7980702963473466,0.08099610819491522,0.05485835162890141,SVM - venn_abers
Random forest ,False,False,False,True,3,1000,0.7402402402402403,0.7762762762762763,0.2764167853315015,0.237062362702662,0.4863090016918534,0.4362505906975326,0.937773672009017,0.9466439323973709,0.8169014084507042,0.8450106157112527,0.08553956053211151,0.08004683281250449,Random forest - venn_abers
XGBoost ,False,False,False,True,3,1000,0.7507507507507507,0.7732732732732732,0.25980366901812146,0.22432657635714323,0.45363441582208747,0.41017969625696465,0.9459844161487453,0.9549491109471492,0.8156028368794326,0.8393489030431706,0.0778780066221843,0.061254300237914734,XGBoost - venn_abers
Logistic,True,False,False,False,3,1000,0.6516516516516516,0.6681681681681682,0.34884864873583543,0.3328159567122025,0.6089518043165512,0.5958204574960351,0.8951048325211463,0.8964308880048891,0.7570543702684102,0.7721954576737784,0.08857482537297516,0.05837755142908772,Logistic- exch
Naive Bayes,True,False,False,False,3,1000,0.6666666666666666,0.6531531531531531,0.4191634015402207,0.3594110361728603,0.902340184449927,0.7579949455613652,0.8863901042625426,0.886065989384892,0.7281760113555713,0.7602739726027398,0.14910905924030401,0.06039292567104909,Naive Bayes- exch
SVM,True,False,False,False,3,1000,0.5990990990990991,0.6171171171171171,0.360408473232977,0.35148099069567235,0.6214770793740824,0.6595497223179618,0.8931499506091729,0.8929661695066891,0.7478376580172987,0.7508394895903291,0.08915090460767609,0.07382909004220854,SVM- exch
Random forest,True,False,False,False,3,1000,0.7567567567567568,0.7612612612612613,0.2484033033033033,0.24374968641373077,0.4851920595066667,0.477770443712893,0.9489978656572985,0.9490466610548349,0.8348559381588194,0.8382559774964838,0.0538088249213342,0.05105401800677773,Random forest- exch
XGBoost,True,False,False,False,3,1000,0.7777777777777778,0.7762762762762763,0.2549209159941641,0.24924693026954706,0.4544520298927781,0.4412676783302875,0.9441430825493295,0.9449794094425279,0.8296189791516895,0.8253055355859095,0.06480535359404725,0.04038221530238721,XGBoost- exch
Logistic ,True,True,False,False,3,1000,0.581081081081081,0.5900900900900901,0.3603067691471633,0.3523301852221879,0.7146155218077332,0.7079095762214035,0.8934574165510457,0.8930986374912432,0.7458962573867367,0.7509881422924901,0.0940530556974634,0.06877350048601612,Logistic - isotonic- exch
Naive Bayes ,True,True,False,False,3,1000,0.6231231231231231,0.6336336336336337,0.37459214614026315,0.3570540602429796,0.6893861085003942,0.6664002677393974,0.8874431879743291,0.8876402219676535,0.7305061559507524,0.7503392130257802,0.0919262914056555,0.047240321753069164,Naive Bayes - isotonic- exch
SVM ,True,True,False,False,3,1000,0.6366366366366366,0.6456456456456456,0.352955655035937,0.3457283963441538,0.7031130203757988,0.694797057426823,0.8941230519589835,0.8937400560320934,0.7520435967302452,0.755464480874317,0.07372164740701018,0.052956833202956334,SVM - isotonic- exch
Random forest ,True,True,False,False,3,1000,0.7582582582582582,0.7582582582582582,0.2691820807748719,0.25663943472994727,0.5589662989012193,0.5382190731252064,0.9430473119542864,0.9441704151574486,0.818830242510699,0.8249468462083629,0.07447583262107728,0.04306565418214222,Random forest - isotonic- exch
XGBoost ,True,True,False,False,3,1000,0.7567567567567568,0.7537537537537538,0.259213273362425,0.25625055426785204,0.5609984195997428,0.5552363331693058,0.9396313032005251,0.9397045235302564,0.8209483368719037,0.821453775582216,0.053240222570713765,0.03789298949062906,XGBoost - isotonic- exch
Logistic ,True,False,True,False,3,1000,0.5780780780780781,0.6141141141141141,0.36480725508408096,0.34474397191685974,0.6281563990180806,0.6590558786456163,0.8949224591658408,0.8955481433871357,0.750817527795945,0.7583444592790387,0.1057491757929579,0.058391797583753714,Logistic - sigmoid- exch
Naive Bayes ,True,False,True,False,3,1000,0.6801801801801802,0.6966966966966966,0.397534070107618,0.38348285698049456,0.6923198293411175,0.6730930538854905,0.8832390050429207,0.8671984558799309,0.7260963335729691,0.7446197991391679,0.12412641729940942,0.06456640131239309,Naive Bayes - sigmoid- exch
SVC ,True,False,True,False,3,1000,0.5990990990990991,0.6171171171171171,0.360408473232977,0.35148099069567235,0.6214770793740824,0.6595497223179618,0.8931499506091729,0.8929661695066891,0.7478376580172987,0.7508394895903291,0.08915090460767609,0.07382909004220854,SVC - sigmoid- exch
Random forest ,True,False,True,False,3,1000,0.7867867867867868,0.7792792792792793,0.26629359949784176,0.25845389725615037,0.47114341788896946,0.4559308063874783,0.942903900833385,0.9437781668601577,0.8232727272727273,0.8231046931407943,0.07231695596261946,0.05233226902417899,Random forest - sigmoid- exch
XGBoost ,True,False,True,False,3,1000,0.7507507507507507,0.7477477477477478,0.2588836988606676,0.25777304572875626,0.46483041985768914,0.46338536056612256,0.9400529460004572,0.939853610283084,0.8222849083215797,0.8202959830866807,0.05387798183934106,0.05289681019886973,XGBoost - sigmoid- exch
Logistic ,True,False,False,True,3,1000,0.6606606606606606,0.6726726726726727,0.32685260928675175,0.31496605981636144,0.566695037575123,0.5519562624304574,0.9094854308855386,0.9082124777492915,0.7645847632120796,0.7777777777777778,0.0854469411402598,0.0470958635951757,Logistic - venn_abers- exch
Naive Bayes ,True,False,False,True,3,1000,0.6021021021021021,0.6066066066066066,0.3778587108222828,0.3581018697422287,0.642841661415931,0.6195735829054295,0.8883703567107633,0.8876721991681643,0.7359249329758714,0.7504990019960079,0.09233840880867591,0.03991790818502015,Naive Bayes - venn_abers- exch
SVM ,True,False,False,True,3,1000,0.6681681681681682,0.6816816816816816,0.32553105949784,0.3140274316800897,0.5634534538310502,0.5492661599163645,0.9098298143130604,0.9086106718995556,0.7672176308539945,0.7823691460055097,0.08099610819491526,0.04361129210783659,SVM - venn_abers- exch
Random forest ,True,False,False,True,3,1000,0.7357357357357357,0.7507507507507507,0.2734742726783539,0.2550874427403566,0.474140243866167,0.4479883603321711,0.9410779198833904,0.9426106754576997,0.8135116115411682,0.8270042194092827,0.08781178603244776,0.057264362993507754,Random forest - venn_abers- exch
XGBoost ,True,False,False,True,3,1000,0.7462462462462462,0.7537537537537538,0.2606979436032732,0.24978705473153387,0.45376693306855365,0.43900393678828603,0.946103568713159,0.9465897726127078,0.8138711960368011,0.8261787473610134,0.07717563121254238,0.04995821596489726,XGBoost - venn_abers- exch
Logistic,False,False,False,False,5,1000,0.21368948247078465,0.2587646076794658,0.5650860312969318,0.5403313736338516,1.11270400497072,1.071171924145738,0.8207417267091675,0.8304905546029268,0.5445026178010471,0.5636471284783896,0.07672595386342285,0.06295998039719863,Logistic
Naive Bayes,False,False,False,False,5,1000,0.4340567612687813,0.3606010016694491,0.5744631579020423,0.5161048668579133,1.3051429237348233,1.1290366804209124,0.8456787633506464,0.8503283916934095,0.6059351276742581,0.6031948881789138,0.11173172380693795,0.05688726022145627,Naive Bayes
SVM,False,False,False,False,5,1000,0.08180300500834725,0.1986644407345576,0.5897669348507016,0.5451735169116688,1.1503492458629552,1.129219401120812,0.8094137932783033,0.8279394977889047,0.5257452574525745,0.5555555555555556,0.09524388004831703,0.06223869402974534,SVM
Random forest,False,False,False,False,5,1000,0.5191986644407346,0.5809682804674458,0.33184173622704505,0.30014031296467253,0.828848315670945,0.7668569553833307,0.9419561226792028,0.9438073935412856,0.7261744966442953,0.7486111111111111,0.08711357627506881,0.04423152996647954,Random forest
XGBoost,False,False,False,False,5,1000,0.5859766277128547,0.5893155258764607,0.33241903072265155,0.32882387715856876,0.6615906858077902,0.655295835306013,0.9377005328191425,0.9384695567198877,0.7387640449438202,0.7424135497529993,0.03515932490893037,0.034841393334725905,XGBoost
Logistic ,False,True,False,False,5,1000,0.048414023372287146,0.14858096828046743,0.5942875305825362,0.5479874735401071,1.3471757829322326,1.331922353664992,0.807428587252437,0.8270899072310947,0.5174025974025974,0.541871921182266,0.09461946495494944,0.06622612740485542,Logistic - isotonic
Naive Bayes ,False,True,False,False,5,1000,0.34056761268781305,0.3639398998330551,0.5294590268186554,0.5097203083447313,1.1832262938198086,1.1455634275033035,0.8516751959259186,0.8600843130488272,0.5906288532675709,0.599502487562189,0.07630653436518743,0.06657569694899675,Naive Bayes - isotonic
SVM ,False,True,False,False,5,1000,0.17028380634390652,0.2337228714524207,0.5654808200122734,0.5386460592202904,1.3721970585156724,1.3266293993067282,0.8157247988334302,0.829520463572804,0.5424120023081361,0.5604265402843602,0.0724951603189411,0.06130665795116916,SVM - isotonic
Random forest ,False,True,False,False,5,1000,0.5275459098497496,0.5409015025041736,0.32546171296985943,0.3211702341309433,0.687957324502187,0.6803802081821237,0.940916247639662,0.9419597005439085,0.7349726775956285,0.7386519944979367,0.03902424961098913,0.036484245744344994,Random forest - isotonic
XGBoost ,False,True,False,False,5,1000,0.35392320534223703,0.4791318864774624,0.3858553555852878,0.35377870399949635,0.8648534961704932,0.8533755226528081,0.923299861664295,0.9256731091201031,0.6716697936210131,0.7068273092369478,0.08448856108299584,0.04056856675984085,XGBoost - isotonic
Logistic ,False,False,True,False,5,1000,0.045075125208681135,0.1986644407345576,0.598067792828715,0.5440625608124949,1.1546733979158195,1.1295188948591983,0.8103179459091685,0.829270487669949,0.5164319248826291,0.5573770491803278,0.10063524405153901,0.0513439264468166,Logistic - sigmoid
Naive Bayes ,False,False,True,False,5,1000,0.4574290484140234,0.4724540901502504,0.541934735148603,0.521452552269749,1.083114990314052,1.037787675630219,0.8489318021693313,0.8590120218019649,0.6123316796598157,0.6229508196721312,0.08249795572220482,0.0746787028383633,Naive Bayes - sigmoid
SVC ,False,False,True,False,5,1000,0.08180300500834725,0.1986644407345576,0.5897669348507016,0.5451735169116688,1.1503492458629552,1.129219401120812,0.8094137932783033,0.8279394977889047,0.5257452574525745,0.5555555555555556,0.09524388004831703,0.06223869402974534,SVC - sigmoid
Random forest ,False,False,True,False,5,1000,0.5993322203672788,0.6093489148580968,0.3270561438708296,0.32050445431115016,0.6640810202589591,0.6488723280036992,0.939329170542371,0.94115972379396,0.7401574803149606,0.7447879223580158,0.048807764805636165,0.04740735246090705,Random forest - sigmoid
XGBoost ,False,False,True,False,5,1000,0.3806343906510851,0.5208681135225376,0.3861963728825982,0.34451176700127867,0.7702906030885175,0.795611937709716,0.9270026888013199,0.9278982997265812,0.6811224489795918,0.7184065934065934,0.09337252234752175,0.025938613805000742,XGBoost - sigmoid
Logistic ,False,False,False,True,5,1000,0.25375626043405675,0.2938230383973289,0.5346848025945939,0.5131958039914851,1.0218231130101154,0.9859916299524404,0.8425110744012689,0.8507897253235621,0.5786314525810324,0.5940353012781497,0.06937373547647589,0.06302114972026344,Logistic - venn_abers
Naive Bayes ,False,False,False,True,5,1000,0.327212020033389,0.34891485809682804,0.5295749580577334,0.5129043757785661,1.0161941334320284,0.9831710989331736,0.8547871765454508,0.8619268438458507,0.5914110429447853,0.6009913258983891,0.0684753025821078,0.06173205103740021,Naive Bayes - venn_abers
SVM ,False,False,False,True,5,1000,0.2687813021702838,0.3021702838063439,0.5330921134666187,0.5121229957348354,1.0186558835070876,0.9839282964594652,0.843056028609188,0.8511747606905263,0.5790108564535585,0.5926829268292683,0.06656658831856134,0.05810331749652039,SVM - venn_abers
Random forest ,False,False,False,True,5,1000,0.5459098497495827,0.5509181969949917,0.3587373209833421,0.3524507248631554,0.7150736138075717,0.7009602618280812,0.9242873641051019,0.9265311215490162,0.721835883171071,0.7215631542219121,0.03264186852645492,0.028223597408197302,Random forest - venn_abers
XGBoost ,False,False,False,True,5,1000,0.48414023372287146,0.49081803005008345,0.38214567992151677,0.37505136782726534,0.7485626308576784,0.7337751081298594,0.9195989043104029,0.9218137446934793,0.6976430976430976,0.7017543859649122,0.032295096942953946,0.034704543758941685,XGBoost - venn_abers
